1118;Impulsgruppensteuergerät;Leybold;735 14;;;HPS_46a;W92;K6;F2;Lehrsysteme;Regeltechniklabor (W92);;;;;;;;;;;
1119;Antriebseinheit;Leybold;727 88;;;HPS_46b;W92;K6;F2;Lehrsysteme;Regeltechniklabor (W92);;;;;;;;;;;
1120;Thyristor mit Löschkreis;Leybold;735 343;;;HPS_47;W92;K6;F2;Lehrsysteme;Regeltechniklabor (W92);;;;;;;;;;;
1121;Maschinengrundeinheit;Leybold;727 81;;;HPS_48;W92;K6;F2;Lehrsysteme;Regeltechniklabor (W92);;;;;;;;;;;
1122;Streckenelemente;HTL;Proj. DI Sieberer;;ELA???? /2007;HPS_49a;W92;K6;F3;Lehrsysteme;Regeltechniklabor (W92);;;;;;;;;;;
1123;PI-Regler&Mischstelle;HTL;Proj. DI Sieberer;;ELA???? /2008;HPS_49b;W92;K6;F3;Lehrsysteme;Regeltechniklabor (W92);;;;;;;;;;;
1124;Schnittstellenkabel;HTL;Proj. DI Sieberer;;ELA???? /2009;HPS_50a;W92;K6;F3;Lehrsysteme;Regeltechniklabor (W92);;;;;;;;;;;
1125;Sprungfunktion;HTL;Proj. DI Sieberer;;ELA???? /2010;HPS_50b;W92;K6;F3;Lehrsysteme;Regeltechniklabor (W92);;;;;;;;;;;
1126;3xPoti;HTL;;;;;W92;K6;F5;Lehrsysteme;Regeltechniklabor (W92);;;;;;;;;;;
1127;5xEinschalter;HTL;;;;;W92;K6;F5;Lehrsysteme;Regeltechniklabor (W92);;;;;;;;;;;
1128;Netzgerät +/-45V;HTL;;;;HPS_52;W92;K6;F3;Lehrsysteme;Regeltechniklabor (W92);;;;;;;;;;;
1129;Verstärker MOSFET;HTL;;;;;W92;K6;F5;Lehrsysteme;Regeltechniklabor (W92);;;;;;;;;;;
1130;Verstärker Bipolartrans;HTL;;;;;W92;K6;F5;Lehrsysteme;Regeltechniklabor (W92);;;;;;;;;;;
1131;Verstärker Röhren;HTL;;;;;W92;K6;F5;Lehrsysteme;Regeltechniklabor (W92);;;;;;;;;;;
1132;Multiplizierer;HTL;;;;;W92;K6;F5;Lehrsysteme;Regeltechniklabor (W92);;;;;;;;;;;
1133;Schwingungspaketsteuerung;HTL;Ing. Otte;;;HPS_53;W92;K6;F3;Lehrsysteme;Regeltechniklabor (W92);;;;;;;;;;;
1134;Mikro;Velleman;MIC1R;;;;W92;K16;F1;Audiotechnik;Regeltechniklabor (W92);;;;;;;;;;;
1135;Lautsprecher;I.T. Electronic GmbH;WD215;;;;W92;K16;F2;Audiotechnik;Regeltechniklabor (W92);;;;;;;;;;;
1136;RCL;HPS;;;;;W92;K7;;Lehrsysteme;Regeltechniklabor (W92);;;;;;;;;;;
1137;Dioden, Transistoren,....;HPS;;;;;W92;K7;;Lehrsysteme;Regeltechniklabor (W92);;;;;;;;;;;
1139;Lautsprecher;I.T. Electronic GmbH;WP251D;;;;W92;K16;F2;Audiotechnik;Regeltechniklabor (W92);;;;;;;;;;;
1140;Lautsprecherbox;;SH 8BX;;576-1/1/86;;W92;K16;F2;Audiotechnik;Regeltechniklabor (W92);;;;;;;;;;;
1141;Cinch & Chinch-Klinke 3,2mm;;;;;;W92;K16;F1;Audiotechnik;Regeltechniklabor (W92);;;;;;;;;;;
1142;2mm Strippen;Multikontakt;rot;;;;W92;K7;F7;Lehrsysteme;Regeltechniklabor (W92);;;;;;;;;;;
1143;2mm Strippen;Multikontakt;schwarz;;;;W92;K7;F7;Lehrsysteme;Regeltechniklabor (W92);;;;;;;;;;;
1144;2mm Strippen;Multikontakt;gelb;;;;W92;K7;F7;Lehrsysteme;Regeltechniklabor (W92);;;;;;;;;;;
1145;2mm Strippen;Multikontakt;blau;;;;W92;K7;F7;Lehrsysteme;Regeltechniklabor (W92);;;;;;;;;;;
1146;2mm Strippen;Multikontakt;violett;;;;W92;K7;F7;Lehrsysteme;Regeltechniklabor (W92);;;;;;;;;;;
1147;2mm Strippen;Multikontakt;grau, weiß;;;;W92;K7;F7;Lehrsysteme;Regeltechniklabor (W92);;;;;;;;;;;
1148;XLR & XLR-Klinke 6,2mm;;;;;;W92;K16;F2;Audiotechnik;Regeltechniklabor (W92);;;;;;;;;;;
1149;Audio Analyzer;Firmware Upgrade 2.0.0;;;;;W92;K16;F3;Bedienungsanleitung;Regeltechniklabor (W92);;;;;;;;;;;
1150;Analog Board;HPS;3220;312000561670;540-27/2002/3/1;;W92;K8;F1;Lehrsysteme;Regeltechniklabor (W92);;;;;;;;;;;
1151;Analog Board;HPS;3220;312000561671;540-27/2002/3/1;;W92;K8;F2;Lehrsysteme;Regeltechniklabor (W92);;;;;;;;;;;
1152;Analog Board;HPS;3205;;540-28/5/80;459;W92;K8;F3;Lehrsysteme;Regeltechniklabor (W92);;;;;;;;;;;
1153;Analog Board;HPS;3205;;;656;W92;K8;F4;Lehrsysteme;Regeltechniklabor (W92);;;;;;;;;;;
1154;Analog Board;HPS;3205;;540-27/2000/1;428;W92;K8;F5;Lehrsysteme;Regeltechniklabor (W92);;;;;;;;;;;
1155;XY-Plotter;BBC;SE284;;;966 999;W92;K10;F3;Drucker / Plotter;Regeltechniklabor (W92);/intra/woda/data/ela/img/11.jpg;;;;;;;;;;
1156;IEC Funktionsgenerator;Schlumberger;4431;;540-25/ /;2201161073;W92;K10;F4;Funktionsgenerator;Regeltechniklabor (W92);;;;;;;;;;;
1157;GBIP-Kabeln;;;;;;W92;K10;F10;automatisierte_Messsysteme;Regeltechniklabor (W92);;;;;;;;;;;
1158;Notebook;Pionier;486SLC;;;8138555;W92;K1;F5;Computer;Regeltechniklabor (W92);;;;;;;;;;;
1159;2mm Strippen;;grün;;;;W92;K7;F7;Lehrsysteme;Regeltechniklabor (W92);;;;;;;;;;;
1160;3,5 Klinken;;;;;;W92;K16;F2;Audiotechnik;Regeltechniklabor (W92);;;;;;;;;;;
1161;Lautsprecher;;;;;;W92;K16;F2;Audiotechnik;Regeltechniklabor (W92);;;;;;;;;;;
1162;Lautsprecher;;;;;;W92;K16;F2;Audiotechnik;Regeltechniklabor (W92);;;;;;;;;;;
1163;div. Adapter;;;;;;W92;K16;F3;Audiotechnik;Regeltechniklabor (W92);;;;;;;;;;;
1164;Zubehör;;;;;;W92;K16;F3;Audiotechnik;Regeltechniklabor (W92);;;;;;;;;;;
1165;Barcode Scanner;;;;;;W92;K15;F1;Computer;Regeltechniklabor (W92);;;;;;;;;;;
1166;Mikroständer;;;;;;W92;K16;F4;Audiotechnik;Regeltechniklabor (W92);;;;;;;;;;;
1167;Mikroständer;;;;;;W92;K16;F4;Audiotechnik;Regeltechniklabor (W92);;;;;;;;;;;
1168;Mikroständer;;;;;;W92;K16;F4;Audiotechnik;Regeltechniklabor (W92);;;;;;;;;;;
1169;RoboLAB;HTL;Loggingmodul;;;;W92;K18;F1;Digitaltechnik;Regeltechniklabor (W92);;;;;;;;;;;
1170;RoboLAB;HTL;Ultraschall-Distanzmodul;;;;W92;K18;F1;Digitaltechnik;Regeltechniklabor (W92);;;;;;;;;;;
1171;RoboLAB;HTL;Odometermodul;;;;W92;K18;F1;Digitaltechnik;Regeltechniklabor (W92);;;;;;;;;;;
1172;RoboLAB;HTL;Mastermodul + Bluetoothmodule;;;;W92;K18;F1;Digitaltechnik;Regeltechniklabor (W92);;;;;;;;;;;
1173;RoboLAB;HTL;Schrittmotormodul;;;;W92;K18;F1;Digitaltechnik;Regeltechniklabor (W92);;;;;;;;;;;
1174;RoboLAB;HTL;DC-Motorbrücke (Halbbrücke);;;;W92;K18;F1;Digitaltechnik;Regeltechniklabor (W92);;;;;;;;;;;
1175;RoboLAB;HTL;Rudermaschinenmodul;;;;W92;K18;F1;Digitaltechnik;Regeltechniklabor (W92);;;;;;;;;;;
1176;RoboLAB;HTL;DC-Motorbrücke (Vollbrücke);;;;W92;K18;F1;Digitaltechnik;Regeltechniklabor (W92);;;;;;;;;;;
1177;RoboLAB;HTL;Infrarot-Distanzmodul;;;;W92;K18;F1;Digitaltechnik;Regeltechniklabor (W92);;;;;;;;;;;
1178;RoboLAB;HTL;Bumpermodul;;;;W92;K18;F1;Digitaltechnik;Regeltechniklabor (W92);;;;;;;;;;;
1179;RoboLAB;HTL;Statisches Neigungssensormodul;;;;W92;K18;F1;Digitaltechnik;Regeltechniklabor (W92);;;;;;;;;;;
1180;RoboLAB;HTL;Energieversorgungsüberwachungsmodul;;;;W92;K18;F1;Digitaltechnik;Regeltechniklabor (W92);;;;;;;;;;;
1181;RoboLAB;HTL;Verbindungskabel (BUS, Versorgung);;;;W92;K18;F1;Digitaltechnik;Regeltechniklabor (W92);;;;;;;;;;;
1182;RoboLAB;HTL;SBC-Adapterplatinen;;;;W92;K18;F1;Digitaltechnik;Regeltechniklabor (W92);;;;;;;;;;;
1183;Optoelektronik;HTL;Optokoppler,LDR,Foto-D,T;;;;W92;K18;F2;Übungs-und Laboraufbauten;Regeltechniklabor (W92);;;;;;;;;;;
1184;Optoelektronik;HTL;Lichtleiter;;;;W92;K18;F2;Übungs-und Laboraufbauten;Regeltechniklabor (W92);;;;;;;;;;;
1185;Optoelektronik;HTL;Solarzellen;;;;W92;K18;F2;Übungs-und Laboraufbauten;Regeltechniklabor (W92);;;;;;;;;;;
1186;4mm Banane- Klinken, Chinch, usw... Adapter;HTL;;;;;W92;K16;F2;Audiotechnik;Regeltechniklabor (W92);;;;;;;;;;;
1187;Chinch-Kabel 1,5m;HTL;;;;;W92;K16;F2;Audiotechnik;Regeltechniklabor (W92);;;;;;;;;;;
1188;Interface Board;Trenz;;;;;W92;K18;F2;Digitaltechnik;Regeltechniklabor (W92);/intra/woda/data/ela/img/655.jpg;;;;;;;;;;
1189;Schalter-LED-Platine;HTL;;;;;W92;K18;F2;Digitaltechnik;Regeltechniklabor (W92);;;;;;;;;;;
1190;Versuchsaufbau Krabbe;HTL;;;;;W92;K18;F2;Digitaltechnik;Regeltechniklabor (W92);;;;;;;;;;;
1191;2 Achsen Schrittmotor Interface + Antrieb;HTL;;;;;W92;K18;F2;Digitaltechnik;Regeltechniklabor (W92);;;;;;;;;;;
1192;Drehteller;HTL;;;;;W92;K18;F2;Digitaltechnik;Regeltechniklabor (W92);;;;;;;;;;;
1200;Oszilloskop-Schnittstelle;HTL;BLUE BOX;;;1;W91;K13;F9;Oszilloskop;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1200,ELA1201,ELA1202,ELA1203,ELA1204.jpg;;;;;;;;;;
1201;Oszilloskop-Schnittstelle;HTL;BLUE BOX;;;2;W91;K13;F9;Oszilloskop;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1200,ELA1201,ELA1202,ELA1203,ELA1204.jpg;;;;;;;;;;
1202;Oszilloskop-Schnittstelle;HTL;BLUE BOX;;;3;W91;K13;F9;Oszilloskop;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1200,ELA1201,ELA1202,ELA1203,ELA1204.jpg;;;;;;;;;;
1203;Oszilloskop-Schnittstelle;HTL;BLUE BOX;;;4;W91;K13;F9;Oszilloskop;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1200,ELA1201,ELA1202,ELA1203,ELA1204.jpg;;;;;;;;;;
1204;Oszilloskop-Schnittstelle;HTL;BLUE BOX;;;5;W91;K13;F9;Oszilloskop;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1200,ELA1201,ELA1202,ELA1203,ELA1204.jpg;;;;;;;;;;
1205;RCL-Messbrücke;Tenma;72-960;;540-24/3/99;2020014;W096;R3;F3;Messgerät;ELA-Magazin (W096);;;;;;;;;;;
1206;Fernmessthermometer;Raytek;ST60;;540-24/3/100;;W096;R3;F4;Messgerät;ELA-Magazin (W096);;;;;;;;;;;
1207;Differenzdruckmessgerät;Testo;Testo 510;;;;W096;R5;F3;Messgerät;ELA-Magazin (W096);;;;;;;;;;;
1210;Waage;Korona;9524101;;;;W096;R5;F2;Messgerät;ELA-Magazin (W096);/intra/woda/data/ela/img/ELA1210.jpg;;;;;;;;;;
1211;Strommesszange;Fluke;80I-110S;312000563225;540-23/2007/2/1;1;W096;R5;F4;Messgerät;ELA-Magazin (W096);/intra/woda/data/ela/img/ELA1211,ELA1212,ELA1213.jpg;;;;;;;;;;
1212;Strommesszange;Fluke;80I-110S;312000563226;540-23/2007/2/2;2;W096;R5;F4;Messgerät;ELA-Magazin (W096);/intra/woda/data/ela/img/ELA1211,ELA1212,ELA1213.jpg;;;;;;;;;;
1213;Strommesszange;Fluke;80I-110S;312000563227;540-23/2007/3;3;W096;R5;F4;Messgerät;ELA-Magazin (W096);/intra/woda/data/ela/img/ELA1211,ELA1212,ELA1213.jpg;;;;;;;;;;
1214;SPS-Steuerungsmodul;Bernegger&Rainer;PP65;312000563298;540-27/2007/3/1;A9650168533;W094;R6;F1;Servo;Laborant (W094b);/intra/woda/data/ela/img/ELA1214,ELA1215.jpg;;;;;;;;;;
1215;SPS-Steuerungsmodul;Bernegger&Rainer;PP65;312000563299;540-27/2007/3/2;A9650168565;W094;R6;F1;Servo;Laborant (W094b);/intra/woda/data/ela/img/ELA1214,ELA1215.jpg;;;;;;;;;;
1216;Differential Amplifier;PCQT;DA 1000 VN;312000563228;540-10/2007/1/1;;W91;K14;F7;Messgerät;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1216,ELA1217,ELA1218,ELA1219.jpg;;;;;;;;;;
1217;Differential Amplifier;PCQT;DA 1000 VN;312000563229;540-10/2007/1/2;;W91;K14;F7;Messgerät;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1216,ELA1217,ELA1218,ELA1219.jpg;;;;;;;;;;
1218;Differential Amplifier;PCQT;DA 1000 VN;312000563230;540-10/2007/1/3;;W91;K14;F7;Messgerät;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1216,ELA1217,ELA1218,ELA1219.jpg;;;;;;;;;;
1219;Differential Amplifier;PCQT;DA 1000 VN;312000563231;540-10/2007/1/4;;W91;K14;F7;Messgerät;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1216,ELA1217,ELA1218,ELA1219.jpg;;;;;;;;;;
1220;Schiebepotentiometer;RUSA;SZZL400x65  200Ohm/2,1A;;510/2007/1;179610;W109;K5;F6;Widerstand;E-Maschinenlabor (W109);/intra/woda/data/ela/img/ELA1220,ELA854,ELA855,ELA856,ELA857,ELA858.jpg;;;;;;;;;;
1221;LPC-Programmierbox;HTL;;;540-23/2007/11/1;1;W92;K18;F1;Digitaltechnik;Regeltechniklabor (W92);/intra/woda/data/ela/img/ELA1221,1222,1223,1224,1225,1226,1227,1228.jpg;;;;;;;;;;
1222;LPC-Programmierbox;HTL;;;540-23/2007/11/2;2;W92;K18;F1;Digitaltechnik;Regeltechniklabor (W92);/intra/woda/data/ela/img/ELA1221,1222,1223,1224,1225,1226,1227,1228.jpg;;;;;;;;;;
1223;LPC-Programmierbox;HTL;;;540-23/2007/11/3;3;W92;K18;F1;Digitaltechnik;Regeltechniklabor (W92);/intra/woda/data/ela/img/ELA1221,1222,1223,1224,1225,1226,1227,1228.jpg;;;;;;;;;;
1224;LPC-Programmierbox;HTL;;;540-23/2007/11/4;4;W92;K18;F1;Digitaltechnik;Regeltechniklabor (W92);/intra/woda/data/ela/img/ELA1221,1222,1223,1224,1225,1226,1227,1228.jpg;;;;;;;;;;
1225;LPC-Programmierbox;HTL;;;540-23/2007/11/5;5;W92;K18;F1;Digitaltechnik;Regeltechniklabor (W92);/intra/woda/data/ela/img/ELA1221,1222,1223,1224,1225,1226,1227,1228.jpg;;;;;;;;;;
1226;LPC-Programmierbox;HTL;;;540-23/2007/11/6;6;W92;K18;F1;Digitaltechnik;Regeltechniklabor (W92);/intra/woda/data/ela/img/ELA1221,1222,1223,1224,1225,1226,1227,1228.jpg;;;;;;;;;;
1227;LPC-Programmierbox;HTL;;;540-23/2007/11/7;7;W92;K18;F1;Digitaltechnik;Regeltechniklabor (W92);/intra/woda/data/ela/img/ELA1221,1222,1223,1224,1225,1226,1227,1228.jpg;;;;;;;;;;
1228;LPC-Programmierbox;HTL;;;540-23/2007/11/8;8;W92;K18;F1;Digitaltechnik;Regeltechniklabor (W92);/intra/woda/data/ela/img/ELA1221,1222,1223,1224,1225,1226,1227,1228.jpg;;;;;;;;;;
1229;Transformator;RUSA;2kVA;;510/2007/1;29.233/U30;W109;K5;F17;Transformator;E-Maschinenlabor (W109);/intra/woda/data/ela/img/ELA1229,859.jpg;;;;;;;;;;
1230;"Netzwerkanal.; Sender/Empfänger";VEEX-VEPAL;MX100;;540-23/2007/4;TM1B00GB410357;TU08a;SME;SME;Digitaltechnik;PC-Reparatur (TU08a);;;;;;;;;;;
1231;ISDN-Tester;ACTERNA;WWG-IBT100;312000561377;540-23/2002/3;G-0333;W92;;;Messgerät;Regeltechniklabor (W92);;;;;;;;;;;
1232;prim.230V / sek.12V;LUXFORM;MAS-01205001;;510/2007/2;Nr. 2;W109;K9;;Transformator;E-Maschinenlabor (W109);;;;;;;;;;;
1233;Steuersatz;Lucas-Nuelle;SO3636-1A;;540-23/2007/5/1;Nr. 1;W109;K11;F2;Lehrsysteme;E-Maschinenlabor (W109);/intra/woda/data/ela/img/ELA1233,1234.jpg;;;;;;;;;;
1234;Steuersatz;Lucas-Nuelle;SO3636-1A;;540-23/2007/5/2;Nr. 2;W109;K11;F2;Lehrsysteme;E-Maschinenlabor (W109);/intra/woda/data/ela/img/ELA1233,1234.jpg;;;;;;;;;;
1235;Ventileinheit;Lucas-Nuelle;SO3636-1F;;540-23/2007/5/1;Nr. 1;W109;K12;F1;Lehrsysteme;E-Maschinenlabor (W109);/intra/woda/data/ela/img/ELA1235,1236.jpg;;;;;;;;;;
1236;Ventileinheit;Lucas-Nuelle;SO3636-1F;;540-23/2007/5/2;Nr. 2;W109;K12;F1;Lehrsysteme;E-Maschinenlabor (W109);/intra/woda/data/ela/img/ELA1235,1236.jpg;;;;;;;;;;
1237;Auflagemasken;Lucas-Nuelle;SO3636-1G;;;;W109;K11;F1;Lehrsysteme;E-Maschinenlabor (W109);;;;;;;;;;;
1238;Auflagemasken;Lucas-Nuelle;SO3636-1G;;;;W109;K11;F1;Lehrsysteme;E-Maschinenlabor (W109);;;;;;;;;;;
1239;RLC-Last;Lucas-Nuelle;SO3636-1A;;540-23/2007/5/1;Nr. 1;W109;K11;F3;Lehrsysteme;E-Maschinenlabor (W109);/intra/woda/data/ela/img/ELA1239,1240.jpg;;;;;;;;;;
1240;RLC-Last;Lucas-Nuelle;SO3636-1A;;540-23/2007/5/2;Nr. 2;W109;K11;F3;Lehrsysteme;E-Maschinenlabor (W109);/intra/woda/data/ela/img/ELA1239,1240.jpg;;;;;;;;;;
1241;Transformator;Lucas-Nuelle;SO3636-2G;;540-23/2007/5/1;Nr. 1 ;W109;K12;F2;Lehrsysteme;E-Maschinenlabor (W109);/intra/woda/data/ela/img/ELA1241,1242.jpg;;;;;;;;;;
1242;Transformator;Lucas-Nuelle;SO3636-2G;;540-23/2007/5/2;Nr. 2;W109;K12;F3;Lehrsysteme;E-Maschinenlabor (W109);/intra/woda/data/ela/img/ELA1241,1242.jpg;;;;;;;;;;
1243;Differential Amplifier;Lucas-Nuelle;SO3636-2V;;540-23/2007/5/1;Nr. 1;W109;K11;F2;Lehrsysteme;E-Maschinenlabor (W109);/intra/woda/data/ela/img/ELA1243,1244.jpg;;;;;;;;;;
1244;Differential Amplifier;Lucas-Nuelle;SO3636-2V;;540-23/2007/5/2;Nr. 2;W109;K11;F2;Lehrsysteme;E-Maschinenlabor (W109);/intra/woda/data/ela/img/ELA1243,1244.jpg;;;;;;;;;;
1245;Verbindungskabel;Lucas-Nuelle;LM6119;;;;W109;K11;F4;Lehrsysteme;E-Maschinenlabor (W109);;;;;;;;;;;
1246;Verbindungskabel;Lucas-Nuelle;LM6119;;;;W109;K11;F4;Lehrsysteme;E-Maschinenlabor (W109);;;;;;;;;;;
1247;Software;Lucas-Nuelle;SO6001-1A;;;;W094;K2;F2;Lehrsysteme;Laborant (W094b);;;;;;;;;;;
1248;Versuchsliteratur;Lucas-Nuelle;SH5002-3A;;;;W094;K4;F1;Lehrsysteme;Laborant (W094b);;;;;;;;;;;
1249;Stromversorgung;Lucas-Nuelle;SO3538-8D;;540-23/2007/5/1;Nr. 1;W109;K12;F2;Lehrsysteme;E-Maschinenlabor (W109);/intra/woda/data/ela/img/ELA1249,1250.jpg;;;;;;;;;;
1250;Stromversorgung;Lucas-Nuelle;SO3538-8D;;540-23/2007/5/2;Nr. 2;W109;K12;F3;Lehrsysteme;E-Maschinenlabor (W109);/intra/woda/data/ela/img/ELA1249,1250.jpg;;;;;;;;;;
1251;RS232-Kabel;Lucas-Nuelle;LM9040;;;;W109;K11;F4;Lehrsysteme;E-Maschinenlabor (W109);;;;;;;;;;;
1252;RS232-Kabel;Lucas-Nuelle;LM9040;;;;W109;K11;F4;Lehrsysteme;E-Maschinenlabor (W109);;;;;;;;;;;
1253;Messleitungssatz;Lucas-Nuelle;SO5148-1F;;;;W109;K11;F4;Lehrsysteme;E-Maschinenlabor (W109);;;;;;;;;;;
1254;Messleitungssatz;Lucas-Nuelle;SO5148-1F;;;;W109;K11;F4;Lehrsysteme;E-Maschinenlabor (W109);;;;;;;;;;;
1255;Verbindungsstecker;Lucas-Nuelle;SO5126-9X;;;;W109;K11;F4;Lehrsysteme;E-Maschinenlabor (W109);;;;;;;;;;;
1256;Verbindungsstecker;Lucas-Nuelle;SO5126-9Z;;;;W109;K11;F4;Lehrsysteme;E-Maschinenlabor (W109);;;;;;;;;;;
1257;Digitalspeicher-Oszilloskop 4 Kanal;LeCroy;WaveSurfer 24XS;312000564875;540-22/2007/2;LCRY0310M20624;W096;R1;F5;Oszilloskop;ELA-Magazin (W096);/intra/woda/data/ela/img/ELA1257.jpg;;;;;;;;;;
1258;Trigger&Dekodiersystem on Board;LeCroy;;;540-23/2007/6;;W096;R1;F5;Oszilloskop;ELA-Magazin (W096);;;;;;;;;;;
1259;Strommesszange;LeCroy;AP015;312000564878;540-23/2007/7;8584;W096;R1;F5;Oszilloskop;ELA-Magazin (W096);/intra/woda/data/ela/img/ELA1259.jpg;;;;;;;;;;
1260;Hochspannungstastkopf;Conrad;HVP-40;;;20071325;W096;R5;F4;Messgerät;ELA-Magazin (W096);/intra/woda/data/ela/img/ELA1260.jpg;;;;;;;;;;
1261;Mixed Signal Oszilloskop;LeCroy;MS-250;312000565076;540-22/2008/1;LCRY1901N12262;W096;R1;F5;Oszilloskop;ELA-Magazin (W096);/intra/woda/data/ela/img/ELA1261.jpg;;;;;;;;;;
1262;Leuchtstoffbalken;TRILUX;1x36 Watt;;;;W109;K5;;Beleuchtungstechnik;E-Maschinenlabor (W109);/intra/woda/data/ela/img/ELA1262.jpg;;;;;;;;;;
1263;Starter Kit;Xilinx;Spartan 3E;312000560672;540-10/2000/1;1;W92;K18;F2;Digitaltechnik;Regeltechniklabor (W92);/intra/woda/data/ela/img/ELA1263,1264.jpg;;;;;;;;;;
1264;Starter Kit;Xilinx;Spartan 3E;312000560672;540-10/2000/1;2;W92;K18;F2;Digitaltechnik;Regeltechniklabor (W92);/intra/woda/data/ela/img/ELA1263,1264.jpg;;;;;;;;;;
1265;Positionsregelung;HTL;Proj. DI Sieberer;;;;W92;K5;F5;Lehrsysteme;Regeltechniklabor (W92);/intra/woda/data/ela/img/ELA1265.jpg;;;;;;;;;;
1266;Gleichstrommotor m. Drehgeber;HTL;Proj. DI Sieberer;;;;W92;K5;F5;Lehrsysteme;Regeltechniklabor (W92);/intra/woda/data/ela/img/ELA1266.jpg;;;;;;;;;;
1267;Drehzahlregelung;HTL;Proj. DI Sieberer;;;;W92;K5;F5;Lehrsysteme;Regeltechniklabor (W92);/intra/woda/data/ela/img/ELA1267.jpg;;;;;;;;;;
1270;Drehstromversorgung;REO;RELAB 330;;510/2008/1;D14601;W109;;;Leistungselektronik;E-Maschinenlabor (W109);/intra/woda/data/ela/img/ELA1270.jpg;;;;;;;;;;
1271;Nano Board NB2;Altium;;312000565084;408-01/2008/11/1;1;W92;K17;F2;Computer;Regeltechniklabor (W92);/intra/woda/data/ela/img/ELA1271,1272.jpg;;;;;;;;;;
1272;Nano Board NB2;Altium;;312000565085;408-01/2008/11/2;2;W92;K17;F2;Computer;Regeltechniklabor (W92);/intra/woda/data/ela/img/ELA1271,1272.jpg;;;;;;;;;;
1273;Gleichstrommmaschine;Lenze;GFQU 100-22;;;10kW;W109;;;Motor;E-Maschinenlabor (W109);;;;;;;;;;;
1274;Gleichstrommaschine;;;;;Annaberg?;W109;;;Motor;E-Maschinenlabor (W109);/intra/woda/data/ela/img/744.jpg;;;;;;;;;;
1275;Gleichstromantrieb;Mentor II;1456U14;;;;W109;;;Motor;E-Maschinenlabor (W109);/intra/woda/data/ela/img/744.jpg;;;;;;;;;;
1276;Gleichstromantrieb;Mentor II;1456U14;;;;W109;;;Motor;E-Maschinenlabor (W109);/intra/woda/data/ela/img/744.jpg;;;;;;;;;;
1277;3-Phasen-Regeltransformator;HTL;In=8,8A;;;;W109;;;Transformator;E-Maschinenlabor (W109);;;;;;;;;;;
1278;Digitalmultimeter;Fluke;287 True RMS Multimeter;312000565590;540-17/2008/2/1;97070067;W91;K5;F11;Messgerät;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1278,1279,1280,1281.jpg;;;;;;;;;;
1279;Digitalmultimeter;Fluke;287 True RMS Multimeter;312000565591;540-17/2008/2/2;96710323;W91;K5;F12;Messgerät;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1278,1279,1280,1281.jpg;;;;;;;;;;
1280;Digitalmultimeter;Fluke;287 True RMS Multimeter;312000565592;540-17/2008/2/3;96260076;W91;K5;F12;Messgerät;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1278,1279,1280,1281.jpg;;;;;;;;;;
1281;Digitalmultimeter;Fluke;287 True RMS Multimeter;312000565593;540-17/2008/2/4;97070315;W91;K5;F12;Messgerät;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1278,1279,1280,1281.jpg;;;;;;;;;;
1282;Digitalspeicher-Oszilloskop 4 Kanal;Tektronix;TDS2014;312000565594;540-22/2008/7/1;C041398;W91;K14;F6;Oszilloskop;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1282,1283.jpg;;;;;;;;;;
1283;Digitalspeicher-Oszilloskop 4 Kanal;Tektronix;TDS2014;312000565595;540-22/2008/7/2;C040342;W91;K14;F6;Oszilloskop;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1282,1283.jpg;;;;;;;;;;
1284;6-fach IGBT-Stromrichter;Lucas-Nuelle;SO3636-1R;;540-30/2009/1/1;Nr. 1;W109;K11;F4;Lehrsysteme;E-Maschinenlabor (W109);/intra/woda/data/ela/img/ELA1284,1285.jpg;;;;;;;;;;
1285;6-fach IGBT-Stromrichter;Lucas-Nuelle;SO3636-1R;;540-30/2009/1/2;Nr. 2;W109;K11;F4;Lehrsysteme;E-Maschinenlabor (W109);/intra/woda/data/ela/img/ELA1284,1285.jpg;;;;;;;;;;
1286;Netzwerkanalysator;Rohde&Schwarz;ZVL6;312000565747;540-23/2009/1;100906;W92;K14;F2;Messgerät;Regeltechniklabor (W92);/intra/woda/data/ela/img/ELA1286.jpg;;;;;;;;;;
1287;Netzgerät 70V/12A,35V/24A;Delta;SM 70-AR-24;312000565763;540-13/2009/1/1;10007059;W096;R5;F5;Netzgerät;ELA-Magazin (W096);/intra/woda/data/ela/img/ELA1287.jpg;;;;;;;;;;
1288;Netzgerät 70V/12A,35V/24A;Delta;SM 70-AR-24;312000565765;540-13/2009/1/2;10007060;W096;R5;F5;Netzgerät;ELA-Magazin (W096);/intra/woda/data/ela/img/ELA1287.jpg;;;;;;;;;;
